,index,product_id,description,details,name,brand_category,attribute_name,attribute_value
132559,5030,01E4VC5TJYAJ3C8PQZ719C4YK6,comet pant easy comfortable seasonal item versatile functional made burnt orange tie dye print soft faux silk high quality fabric feel fit comfortably elastic waist wide leg model cm tall wear size body faux silk polyester lining polyester,pant,comet,pant,category,bottom
132567,5031,01E4VC2S2653CKA8W2QDCSX7VD,light rib knit designed unique form classic halter top wrap around front flattering bandeau chest perfect hot day warm night great comfortable day night dressing model cm tall wear size body viscose nylon,top,tallulah,top,category,top
132592,5032,01E4VCB5D5HQ1P52648JDKNXWV,cecilia pant made smooth georgette material vegan leather detail along waist adjustable tie wide leg high waist fit allow easy movement add comfort beautiful look model cm tall wear size body triacetate polyester lining polyester detail polyester polyurethane,pant,cecilia,pant,category,bottom
132599,5033,01E4VC37K4CV3ANT1GS0M7G74W,eddy vegan leather shirt special soft lustrous feel addition western infused double pocket detailing thin collar drawstring belt special ceramic bead ending model cm tall wear size body polyester polyurethane,shirt,eddy,shirt,category,top
132617,5034,01E4VC9YFA14RNGC7XJ1DNRVKB,cut lightweight rustic weave moja skirt perfect versatile yet beautiful piece flattering high waist fit professional proportion flowing slit bottom model cm tall wear size body cotton linen polyester elastane lining polyester detail polyester polyurethane,skirt,moja,skirt,category,bottom
132632,5035,01E4VCD01M3DKPK479RVZ45ZJ2,light rustic weave designed unique form classic halter top wrap around front vegan leather trim flattering triangle chest perfect hot day warm night great day night dressing model cm tall wear size body cotton flax polyester elastane lining polyester detail polyester polyurethane,top,sky,top,category,top
132650,5036,01E4VC4KEBR3TX6TG4GYBNA0MZ,new season shade stone washed onto linen knit designed pair short flowy soft short easy rope drawstring model cm tall wear size body linen,skirt short,stevie,skirt short,category,bottom
132665,5037,01E4VCAVWCJGQKKB6WQ03ZQYZ9,made washed satin slightly cropped sleeveless shirt laced chest adjust easily loosen tighten fit corsica top offer exemplified look dressing little bit retro edge model cm tall wear size body triacetate polyethylene lining polyester,top,corsica,top,category,top
132684,5038,01E4VCC7KF0PVDFHWVNQBM4178,signature white poplin reimagined unique length zuni jumpsuit influenced mediterranean summer style light material mixed short sleeve hand made ceramic button make perfect silhouette easy summer dressing model cm tall wear size body cotton elastane trimming ceramic,jumpsuit,zuni,jumpsuit,category,onepiece
132713,5039,01E4VCD9R8H512BG63KMPPSBDE,made signature vegan leather new season white selah pant simple wardrobe staple high waisted fit cuffed bottom light flow pant work well matching texture top create effortless outfit model cm tall wear size body polyester polyurethane lining polyester,pant,selah,pant,category,bottom
132733,5040,01E4VCBXVSTXTMNC7SNSKFEXDW,classic apron dress revisited rita dress combine comfort elegance made lightweight rustic weave also vegan leather trimming along exterior lining belt model cm tall wear size body cotton linen polyester elastane detail polyester polyurethane,dress,rita,dress,category,onepiece
132743,5043,01E4VDX28W74QTGAQW0JW2EQ7H,sloan dress flow flattering ankle length amazon green tech linen slight stomach crop inspired effortless ancient greek dressing add playfulness dress model cm tall wear size body triacetate lining polyester,dress,sloan,dress,category,onepiece
132767,5045,01E606R02TND6B512Q0QM9AW3N,large polished grommet set glossy leather belt allow find perfect fit,unknown,grommet leather belt,unknown,category,accessory
132778,5046,01E2M3QC1KTMPN80N345F8AA8N,bootie defies expectation style made sharp toe slanted stacked heel shiny asymmetrical zipper exposed side,unknown,aster bootie,unknown,category,shoe
132800,5047,01E2M3BRBZ3MQA2Q69JFP88G57,classic cotton blend tee given sophisticated twist center seamed silhouette knotted accent lends gentle drape look,unknown,jess twist cotton blend tee,unknown,category,top
132811,5048,01E2KWSQYP655PT2J635NB0CZ2,swirling tonal embroidery enlivens flattering chiffon wrap dress trimmed layered ruffle skirt,unknown,keva palmer long sleeve wrap dress,unknown,category,onepiece
132835,5055,01E2KZTX6YBAAT0W7D7ECAK2P2,sparkle style gauzy metallic clip dot shirt come removable camisole lining show delicate sheer design,unknown,harriet sparkle shirt,unknown,category,top
132890,5057,01E2M3B9T01YWS8GE231MNT7HG,impeccable chevron quilting spotlight structured silhouette vintage chic bag suspended gleaming chain leather pull strap,unknown,small justine quilted leather crossbody bag,unknown,category,accessory
132891,5057,01E2M3B9T01YWS8GE231MNT7HG,impeccable chevron quilting spotlight structured silhouette vintage chic bag suspended gleaming chain leather pull strap,unknown,small justine quilted leather crossbody bag,unknown,category,accessory
132892,5057,01E2M3B9T01YWS8GE231MNT7HG,impeccable chevron quilting spotlight structured silhouette vintage chic bag suspended gleaming chain leather pull strap,unknown,small justine quilted leather crossbody bag,unknown,category,accessory
132905,5058,01E2M3WCSENB5MAC7GWGSN8HEE,buckled strap give pull boot tough girl finish,unknown,salome moto boot,unknown,category,shoe
132934,5059,01E2M3NZQ5CR9TH9Y7V9BM740V,rock classically cool look buttery soft leather moto jacket featuring silvertone hardware buckle belt adjust fit,unknown,balfern leather biker jacket,unknown,category,blazerscoatsjackets
132950,5060,01E2M3Q2C1TSMD2VZD3PM7D9E3,shimmery slipdress sits pretty add side slit mesh layer got cool street ready look,unknown,shine two piece mesh dress,unknown,category,onepiece
132970,5061,01E2M3A2H382Q54KDE3BQ3TFSX,diminutive stud bring touch urban edge roomy nylon bag carried hand shoulder backpack,unknown,nilo kita nylon convertible backpack,unknown,category,accessory
132988,5062,01E2M3YH7KQJHGTB6J7NKJWDT5,kick mod western style dexterously seamed leather boot extra handy pull loop topping side shaft,unknown,shira western boot,unknown,category,shoe
132989,5062,01E2M3YH7KQJHGTB6J7NKJWDT5,kick mod western style dexterously seamed leather boot extra handy pull loop topping side shaft,unknown,shira western boot,unknown,category,shoe
133037,5063,01E1JM487ZJ4MZXEHP8914ZK07,cap toe combat boot buckle accent never hold back attitude still versatile enough day night,unknown,donita combat boot,unknown,category,shoe
133038,5063,01E1JM487ZJ4MZXEHP8914ZK07,cap toe combat boot buckle accent never hold back attitude still versatile enough day night,unknown,donita combat boot,unknown,category,shoe
133048,5063,01E1JM487ZJ4MZXEHP8914ZK07,cap toe combat boot buckle accent never hold back attitude still versatile enough day night,unknown,donita combat boot,unknown,category,shoe
133052,5063,01E1JM487ZJ4MZXEHP8914ZK07,cap toe combat boot buckle accent never hold back attitude still versatile enough day night,unknown,donita combat boot,unknown,category,shoe
133094,5064,01E2M4MGFKQ0R1D82NJKKG97PR,sleek minimalist slender leather belt polished buckle perfectly fit everyday wardrobe,unknown,metal tip leather belt,unknown,category,accessory
133095,5064,01E2M4MGFKQ0R1D82NJKKG97PR,sleek minimalist slender leather belt polished buckle perfectly fit everyday wardrobe,unknown,metal tip leather belt,unknown,category,accessory
133108,5065,01E604SKZN4RTQFTKF8HQS3C9P,pointy toe pump get touch country rock detail curvy western overlay traced nail head stud,unknown,zehra studded pump,unknown,category,shoe
133125,5066,01E605T79S6FWPJJB8H1YDMHXP,minimalist styling enhances everyday appeal boxy crossbody bag handmade smooth lambskin leather resists scuff scratch,unknown,rosemary square leather crossbody bag,unknown,category,accessory
133145,5067,01E601DP238YN8SMRYX59HPA5B,cap toe combat boot buckle accent never hold back attitude still versatile enough day night,unknown,donita combat boot,unknown,category,shoe
133159,5068,01E5ZXVNBCZYBH6NQEN5H9G5P2,edgy rivet stud punctuate length leather belt fastens polished buckle,unknown,polished rivet belt,unknown,category,accessory
133173,5069,01E6000FZJX947R0QN9C4YJ4WR,flat head stud spell saint across casual slide comfortable molded footbed,unknown,sophie genuine calf hair slide sandal,unknown,category,shoe
133193,5070,01E5ZWVEDB20AAAF2X5MF1BC01,covered chic leopard spot chilly day puffer keep perfectly warm oh cool time,unknown,kala leopard puffer coat,unknown,category,blazerscoatsjackets
133213,5071,01E5ZX7H0MDE6EBZRTAQ37ZN27,gleaming hardware brings eye catching shine streamlined tote cast supple calfskin designed roomy interior flat base,unknown,captain leather tote,unknown,category,accessory
133227,5072,01E601MJ04XVZ7QQJZP06TVAJF,logo engraved snap run side comfy casual top soft stretch modal,unknown,hatti side snap shirt,unknown,category,top
133268,5073,01E5ZY73VECP8HWSCWBSC16EFD,unknown token,unknown,fetch crossbody bag,unknown,category,accessory
133269,5073,01E5ZY73VECP8HWSCWBSC16EFD,unknown token,unknown,fetch crossbody bag,unknown,category,accessory
133270,5073,01E5ZY73VECP8HWSCWBSC16EFD,unknown token,unknown,fetch crossbody bag,unknown,category,accessory
133289,5074,01E5ZS27HNC1XFHN7SYXR00R09,rich calfskin leather elevates streamlined versatile crossbody camera bag silhouette,unknown,captain lea leather crossbody bag,unknown,category,accessory
133290,5074,01E5ZS27HNC1XFHN7SYXR00R09,rich calfskin leather elevates streamlined versatile crossbody camera bag silhouette,unknown,captain lea leather crossbody bag,unknown,category,accessory
133307,5075,01E2M35SV363B71MN36DP8MDYF,switch hemline curve hugging dress cinch front length choice ready night glam shimmery sparkle,unknown,rina glitz drawstring long sleeve wrap dress,unknown,category,onepiece
133326,5076,01E2M13296VTG4F5JGRDBST76E,detailed floral print add scene stealing interest minidress styled rouleau button front deep v neck gently puffed sleeve,unknown,kota evolution floral print dress,unknown,category,onepiece
133352,5077,01E2M2Y5HZPDYFEC1WHK4BJHPR,always know wear sparkly wrap front mini flatters date night next party,unknown,laney embellished long sleeve dress,unknown,category,onepiece
133364,5078,01E2M2ZPEAFFW2PCWM4RQ88DCS,work weekend shirtdress balance practicality flowy cut airy light fabric modern vibrant print,unknown,eley plume midi dress,unknown,category,onepiece
133392,5079,01E2KX5NPACFM1RPKNAFVQMT8C,elegant butterfly inspired pattern distinguishes chic sleeveless dress exposed zipper front wispy asymmetrical hemline,unknown,jayda wing dress,unknown,category,onepiece
133400,5080,01E2KYRMJ4J0VQMDVDHBZEVMKC,innocence allure play pretty little game flower strewn mini feature graceful gathering leg flaunting length peekaboo back slit,unknown,hali skit floral ruffle minidress,unknown,category,onepiece
133422,5081,01E2KX1P4ZXPVXZ49E0H06S149,lacy overlay abstract animal print make long sleeve dress perfect way upgrade date night style game,unknown,kiara long sleeve sheath dress,unknown,category,onepiece
133440,5082,01E2KWXVP6V988VGFNBZAY9CGK,embroidered flower grid frothy chiffon mini set slanted hemline keyhole back perfect blend sweet edgy,unknown,giulia cyla embroidered funnel neck dress,unknown,category,onepiece
133458,5083,01E2M1KP6EWKK6X4D4MNH5JR7R,first impression deceiving sweater dress constructed look like two piece ensemble raglan sleeve cropped top pleated skirt,unknown,tarun long sleeve merino wool sweater dress,unknown,category,onepiece
